Region,ProjectionTitle,Count_ID,ISO2,ISO3,Area_ID,E_Count,Type,Ind_ID,C_Ind_ID,e_cat,AcronymCombined,Acronym,Age,Sex,Other,E_Ind,Time,Value,Rounded,Formatted,Status,Note,Source,Derived,Order_In_Report,Valid,Updated on,
Small countries,VCT_25Apr2025_ek,670,VC,VCT,/10/8/,Saint Vincent and the Grenadines,Country,58391,327,AIDS (AIM),ART%lost;15+,ART%lost,15+,M+F,,P- Number of adults receiving ART  -  Percent who interrupt ART each year,2017,2.87,3,                                                 3,Published,,,,3762,,5/12/2025 2:27:00 PM,
Small countries,VCT_25Apr2025_ek,670,VC,VCT,/10/8/,Saint Vincent and the Grenadines,Country,58308,258,AIDS (AIM),ART%eligibleDec31;15+;M+F,ART%eligibleDec31,15+,M+F,,P- ART coverage of eligible population (15+) (%) Male+Female,2018,54.02667,54,54,Published,,,,1224,,5/12/2025 1:06:00 PM,
Small countries,VCT_25Apr2025_ek,670,VC,VCT,/10/8/,Saint Vincent and the Grenadines,Country,58314,264,AIDS (AIM),MedianCD4atARTinitiation;15+;M+F,MedianCD4atARTinitiation,15+,M+F,,P- Median CD4 count at ART initiation (15+) Male+Female,2018,225.83289,226,                                               226,Published,,,,1233,,5/12/2025 1:06:00 PM,
Small countries,VCT_25Apr2025_ek,670,VC,VCT,/10/8/,Saint Vincent and the Grenadines,Country,58391,327,AIDS (AIM),ART%lost;15+,ART%lost,15+,M+F,,P- Number of adults receiving ART  -  Percent who interrupt ART each year,2018,7.71,8,                                                 8,Published,,,,3762,,5/12/2025 2:27:00 PM,
Small countries,VCT_25Apr2025_ek,670,VC,VCT,/10/8/,Saint Vincent and the Grenadines,Country,58308,258,AIDS (AIM),ART%eligibleDec31;15+;M+F,ART%eligibleDec31,15+,M+F,,P- ART coverage of eligible population (15+) (%) Male+Female,2019,59.76756,60,60,Published,,,,1224,,5/12/2025 1:06:00 PM,
Small countries,VCT_25Apr2025_ek,670,VC,VCT,/10/8/,Saint Vincent and the Grenadines,Country,58314,264,AIDS (AIM),MedianCD4atARTinitiation;15+;M+F,MedianCD4atARTinitiation,15+,M+F,,P- Median CD4 count at ART initiation (15+) Male+Female,2019,221.6518,222,                                               222,Published,,,,1233,,5/12/2025 1:06:00 PM,
Small countries,VCT_25Apr2025_ek,670,VC,VCT,/10/8/,Saint Vincent and the Grenadines,Country,58391,327,AIDS (AIM),ART%lost;15+,ART%lost,15+,M+F,,P- Number of adults receiving ART  -  Percent who interrupt ART each year,2019,5,5,                                                 5,Published,,,,3762,,5/12/2025 2:27:00 PM,
Small countries,VCT_25Apr2025_ek,670,VC,VCT,/10/8/,Saint Vincent and the Grenadines,Country,58308,258,AIDS (AIM),ART%eligibleDec31;15+;M+F,ART%eligibleDec31,15+,M+F,,P- ART coverage of eligible population (15+) (%) Male+Female,2020,60.81006,61,61,Published,,,,1224,,5/12/2025 1:06:00 PM,
Small countries,VCT_25Apr2025_ek,670,VC,VCT,/10/8/,Saint Vincent and the Grenadines,Country,58314,264,AIDS (AIM),MedianCD4atARTinitiation;15+;M+F,MedianCD4atARTinitiation,15+,M+F,,P- Median CD4 count at ART initiation (15+) Male+Female,2020,218.72444,219,                                               219,Published,,,,1233,,5/12/2025 1:06:00 PM,
Small countries,VCT_25Apr2025_ek,670,VC,VCT,/10/8/,Saint Vincent and the Grenadines,Country,58391,327,AIDS (AIM),ART%lost;15+,ART%lost,15+,M+F,,P- Number of adults receiving ART  -  Percent who interrupt ART each year,2020,5,5,                                                 5,Published,,,,3762,,5/12/2025 2:27:00 PM,
Small countries,VCT_25Apr2025_ek,670,VC,VCT,/10/8/,Saint Vincent and the Grenadines,Country,58308,258,AIDS (AIM),ART%eligibleDec31;15+;M+F,ART%eligibleDec31,15+,M+F,,P- ART coverage of eligible population (15+) (%) Male+Female,2021,62.32638,62,62,Published,,,,1224,,5/12/2025 1:06:00 PM,
Small countries,VCT_25Apr2025_ek,670,VC,VCT,/10/8/,Saint Vincent and the Grenadines,Country,58314,264,AIDS (AIM),MedianCD4atARTinitiation;15+;M+F,MedianCD4atARTinitiation,15+,M+F,,P- Median CD4 count at ART initiation (15+) Male+Female,2021,216.69292,217,                                               217,Published,,,,1233,,5/12/2025 1:06:00 PM,
Small countries,VCT_25Apr2025_ek,670,VC,VCT,/10/8/,Saint Vincent and the Grenadines,Country,58391,327,AIDS (AIM),ART%lost;15+,ART%lost,15+,M+F,,P- Number of adults receiving ART  -  Percent who interrupt ART each year,2021,5,5,                                                 5,Published,,,,3762,,5/12/2025 2:27:00 PM,
Small countries,VCT_25Apr2025_ek,670,VC,VCT,/10/8/,Saint Vincent and the Grenadines,Country,58308,258,AIDS (AIM),ART%eligibleDec31;15+;M+F,ART%eligibleDec31,15+,M+F,,P- ART coverage of eligible population (15+) (%) Male+Female,2022,63.38099,63,63,Published,,,,1224,,5/12/2025 1:06:00 PM,
Small countries,VCT_25Apr2025_ek,670,VC,VCT,/10/8/,Saint Vincent and the Grenadines,Country,58314,264,AIDS (AIM),MedianCD4atARTinitiation;15+;M+F,MedianCD4atARTinitiation,15+,M+F,,P- Median CD4 count at ART initiation (15+) Male+Female,2022,212.02014,212,                                               212,Published,,,,1233,,5/12/2025 1:06:00 PM,
Small countries,VCT_25Apr2025_ek,670,VC,VCT,/10/8/,Saint Vincent and the Grenadines,Country,58391,327,AIDS (AIM),ART%lost;15+,ART%lost,15+,M+F,,P- Number of adults receiving ART  -  Percent who interrupt ART each year,2022,5,5,                                                 5,Published,,,,3762,,5/12/2025 2:27:00 PM,
Small countries,VCT_25Apr2025_ek,670,VC,VCT,/10/8/,Saint Vincent and the Grenadines,Country,58308,258,AIDS (AIM),ART%eligibleDec31;15+;M+F,ART%eligibleDec31,15+,M+F,,P- ART coverage of eligible population (15+) (%) Male+Female,2023,65.09717,65,65,Published,,,,1224,,5/12/2025 1:06:00 PM,
Small countries,VCT_25Apr2025_ek,670,VC,VCT,/10/8/,Saint Vincent and the Grenadines,Country,58314,264,AIDS (AIM),MedianCD4atARTinitiation;15+;M+F,MedianCD4atARTinitiation,15+,M+F,,P- Median CD4 count at ART initiation (15+) Male+Female,2023,211.83892,212,                                               212,Published,,,,1233,,5/12/2025 1:06:00 PM,
Small countries,VCT_25Apr2025_ek,670,VC,VCT,/10/8/,Saint Vincent and the Grenadines,Country,58391,327,AIDS (AIM),ART%lost;15+,ART%lost,15+,M+F,,P- Number of adults receiving ART  -  Percent who interrupt ART each year,2023,5,5,                                                 5,Published,,,,3762,,5/12/2025 2:27:00 PM,
Small countries,VCT_25Apr2025_ek,670,VC,VCT,/10/8/,Saint Vincent and the Grenadines,Country,58308,258,AIDS (AIM),ART%eligibleDec31;15+;M+F,ART%eligibleDec31,15+,M+F,,P- ART coverage of eligible population (15+) (%) Male+Female,2024,69.26663,69,69,Published,,,,1224,,5/12/2025 1:06:00 PM,
Small countries,VCT_25Apr2025_ek,670,VC,VCT,/10/8/,Saint Vincent and the Grenadines,Country,58314,264,AIDS (AIM),MedianCD4atARTinitiation;15+;M+F,MedianCD4atARTinitiation,15+,M+F,,P- Median CD4 count at ART initiation (15+) Male+Female,2024,214.07519,214,                                               214,Published,,,,1233,,5/12/2025 1:06:00 PM,
Small countries,VCT_25Apr2025_ek,670,VC,VCT,/10/8/,Saint Vincent and the Grenadines,Country,58391,327,AIDS (AIM),ART%lost;15+,ART%lost,15+,M+F,,P- Number of adults receiving ART  -  Percent who interrupt ART each year,2024,5,5,                                                 5,Published,,,,3762,,5/12/2025 2:27:00 PM,
Caribbean,Suriname 2023-4 ART-Vls+UA_29May2025,740,SR,SUR,/2/9/,Suriname,Country,58308,258,AIDS (AIM),ART%eligibleDec31;15+;M+F,ART%eligibleDec31,15+,M+F,,P- ART coverage of eligible population (15+) (%) Male+Female,2010,37.87068,38,38,Published,,,,1224,,5/30/2025 11:32:00 AM,
Caribbean,Suriname 2023-4 ART-Vls+UA_29May2025,740,SR,SUR,/2/9/,Suriname,Country,58314,264,AIDS (AIM),MedianCD4atARTinitiation;15+;M+F,MedianCD4atARTinitiation,15+,M+F,,P- Median CD4 count at ART initiation (15+) Male+Female,2010,148.29662,148,                                               148,Published,,,,1233,,5/30/2025 11:32:00 AM,
Caribbean,Suriname 2023-4 ART-Vls+UA_29May2025,740,SR,SUR,/2/9/,Suriname,Country,58391,327,AIDS (AIM),ART%lost;15+,ART%lost,15+,M+F,,P- Number of adults receiving ART  -  Percent who interrupt ART each year,2010,10,10,                                                10,Published,,,,3762,,5/30/2025 11:41:00 AM,
Caribbean,Suriname 2023-4 ART-Vls+UA_29May2025,740,SR,SUR,/2/9/,Suriname,Country,58308,258,AIDS (AIM),ART%eligibleDec31;15+;M+F,ART%eligibleDec31,15+,M+F,,P- ART coverage of eligible population (15+) (%) Male+Female,2011,41.23808,41,41,Published,,,,1224,,5/30/2025 11:32:00 AM,
Caribbean,Suriname 2023-4 ART-Vls+UA_29May2025,740,SR,SUR,/2/9/,Suriname,Country,58314,264,AIDS (AIM),MedianCD4atARTinitiation;15+;M+F,MedianCD4atARTinitiation,15+,M+F,,P- Median CD4 count at ART initiation (15+) Male+Female,2011,147.99032,148,                                               148,Published,,,,1233,,5/30/2025 11:32:00 AM,
Caribbean,Suriname 2023-4 ART-Vls+UA_29May2025,740,SR,SUR,/2/9/,Suriname,Country,58391,327,AIDS (AIM),ART%lost;15+,ART%lost,15+,M+F,,P- Number of adults receiving ART  -  Percent who interrupt ART each year,2011,8.7,9,                                                 9,Published,,,,3762,,5/30/2025 11:41:00 AM,
Caribbean,Suriname 2023-4 ART-Vls+UA_29May2025,740,SR,SUR,/2/9/,Suriname,Country,58308,258,AIDS (AIM),ART%eligibleDec31;15+;M+F,ART%eligibleDec31,15+,M+F,,P- ART coverage of eligible population (15+) (%) Male+Female,2012,50.53729,51,51,Published,,,,1224,,5/30/2025 11:32:00 AM,
Caribbean,Suriname 2023-4 ART-Vls+UA_29May2025,740,SR,SUR,/2/9/,Suriname,Country,58314,264,AIDS (AIM),MedianCD4atARTinitiation;15+;M+F,MedianCD4atARTinitiation,15+,M+F,,P- Median CD4 count at ART initiation (15+) Male+Female,2012,152.94229,153,                                               153,Published,,,,1233,,5/30/2025 11:32:00 AM,
Caribbean,Suriname 2023-4 ART-Vls+UA_29May2025,740,SR,SUR,/2/9/,Suriname,Country,58391,327,AIDS (AIM),ART%lost;15+,ART%lost,15+,M+F,,P- Number of adults receiving ART  -  Percent who interrupt ART each year,2012,9,9,                                                 9,Published,,,,3762,,5/30/2025 11:41:00 AM,
Caribbean,Suriname 2023-4 ART-Vls+UA_29May2025,740,SR,SUR,/2/9/,Suriname,Country,58308,258,AIDS (AIM),ART%eligibleDec31;15+;M+F,ART%eligibleDec31,15+,M+F,,P- ART coverage of eligible population (15+) (%) Male+Female,2013,54.94924,55,55,Published,,,,1224,,5/30/2025 11:32:00 AM,
Caribbean,Suriname 2023-4 ART-Vls+UA_29May2025,740,SR,SUR,/2/9/,Suriname,Country,58314,264,AIDS (AIM),MedianCD4atARTinitiation;15+;M+F,MedianCD4atARTinitiation,15+,M+F,,P- Median CD4 count at ART initiation (15+) Male+Female,2013,159.97818,160,                                               160,Published,,,,1233,,5/30/2025 11:32:00 AM,
Caribbean,Suriname 2023-4 ART-Vls+UA_29May2025,740,SR,SUR,/2/9/,Suriname,Country,58391,327,AIDS (AIM),ART%lost;15+,ART%lost,15+,M+F,,P- Number of adults receiving ART  -  Percent who interrupt ART each year,2013,7.6,8,                                                 8,Published,,,,3762,,5/30/2025 11:41:00 AM,
Caribbean,Suriname 2023-4 ART-Vls+UA_29May2025,740,SR,SUR,/2/9/,Suriname,Country,58308,258,AIDS (AIM),ART%eligibleDec31;15+;M+F,ART%eligibleDec31,15+,M+F,,P- ART coverage of eligible population (15+) (%) Male+Female,2014,58.337,58,58,Published,,,,1224,,5/30/2025 11:32:00 AM,
Caribbean,Suriname 2023-4 ART-Vls+UA_29May2025,740,SR,SUR,/2/9/,Suriname,Country,58314,264,AIDS (AIM),MedianCD4atARTinitiation;15+;M+F,MedianCD4atARTinitiation,15+,M+F,,P- Median CD4 count at ART initiation (15+) Male+Female,2014,158.83196,159,                                               159,Published,,,,1233,,5/30/2025 11:32:00 AM,
Caribbean,Suriname 2023-4 ART-Vls+UA_29May2025,740,SR,SUR,/2/9/,Suriname,Country,58391,327,AIDS (AIM),ART%lost;15+,ART%lost,15+,M+F,,P- Number of adults receiving ART  -  Percent who interrupt ART each year,2014,7.3,7,                                                 7,Published,,,,3762,,5/30/2025 11:41:00 AM,
Caribbean,Suriname 2023-4 ART-Vls+UA_29May2025,740,SR,SUR,/2/9/,Suriname,Country,58308,258,AIDS (AIM),ART%eligibleDec31;15+;M+F,ART%eligibleDec31,15+,M+F,,P- ART coverage of eligible population (15+) (%) Male+Female,2015,49.1339,49,49,Published,,,,1224,,5/30/2025 11:32:00 AM,
Caribbean,Suriname 2023-4 ART-Vls+UA_29May2025,740,SR,SUR,/2/9/,Suriname,Country,58314,264,AIDS (AIM),MedianCD4atARTinitiation;15+;M+F,MedianCD4atARTinitiation,15+,M+F,,P- Median CD4 count at ART initiation (15+) Male+Female,2015,190.75968,191,                                               191,Published,,,,1233,,5/30/2025 11:32:00 AM,
Caribbean,Suriname 2023-4 ART-Vls+UA_29May2025,740,SR,SUR,/2/9/,Suriname,Country,58391,327,AIDS (AIM),ART%lost;15+,ART%lost,15+,M+F,,P- Number of adults receiving ART  -  Percent who interrupt ART each year,2015,9.5,10,                                                10,Published,,,,3762,,5/30/2025 11:41:00 AM,
Caribbean,Suriname 2023-4 ART-Vls+UA_29May2025,740,SR,SUR,/2/9/,Suriname,Country,58308,258,AIDS (AIM),ART%eligibleDec31;15+;M+F,ART%eligibleDec31,15+,M+F,,P- ART coverage of eligible population (15+) (%) Male+Female,2016,53.19615,53,53,Published,,,,1224,,5/30/2025 11:32:00 AM,
Caribbean,Suriname 2023-4 ART-Vls+UA_29May2025,740,SR,SUR,/2/9/,Suriname,Country,58314,264,AIDS (AIM),MedianCD4atARTinitiation;15+;M+F,MedianCD4atARTinitiation,15+,M+F,,P- Median CD4 count at ART initiation (15+) Male+Female,2016,186.5522,187,                                               187,Published,,,,1233,,5/30/2025 11:32:00 AM,
Caribbean,Suriname 2023-4 ART-Vls+UA_29May2025,740,SR,SUR,/2/9/,Suriname,Country,58391,327,AIDS (AIM),ART%lost;15+,ART%lost,15+,M+F,,P- Number of adults receiving ART  -  Percent who interrupt ART each year,2016,11.2,11,                                                11,Published,,,,3762,,5/30/2025 11:41:00 AM,
Caribbean,Suriname 2023-4 ART-Vls+UA_29May2025,740,SR,SUR,/2/9/,Suriname,Country,58308,258,AIDS (AIM),ART%eligibleDec31;15+;M+F,ART%eligibleDec31,15+,M+F,,P- ART coverage of eligible population (15+) (%) Male+Female,2017,54.51534,55,55,Published,,,,1224,,5/30/2025 11:32:00 AM,
Caribbean,Suriname 2023-4 ART-Vls+UA_29May2025,740,SR,SUR,/2/9/,Suriname,Country,58314,264,AIDS (AIM),MedianCD4atARTinitiation;15+;M+F,MedianCD4atARTinitiation,15+,M+F,,P- Median CD4 count at ART initiation (15+) Male+Female,2017,180.45899,180,                                               180,Published,,,,1233,,5/30/2025 11:32:00 AM,
Caribbean,Suriname 2023-4 ART-Vls+UA_29May2025,740,SR,SUR,/2/9/,Suriname,Country,58391,327,AIDS (AIM),ART%lost;15+,ART%lost,15+,M+F,,P- Number of adults receiving ART  -  Percent who interrupt ART each year,2017,10.3,10,                                                10,Published,,,,3762,,5/30/2025 11:41:00 AM,
Caribbean,Suriname 2023-4 ART-Vls+UA_29May2025,740,SR,SUR,/2/9/,Suriname,Country,58308,258,AIDS (AIM),ART%eligibleDec31;15+;M+F,ART%eligibleDec31,15+,M+F,,P- ART coverage of eligible population (15+) (%) Male+Female,2018,41.64104,42,42,Published,,,,1224,,5/30/2025 11:32:00 AM,
Caribbean,Suriname 2023-4 ART-Vls+UA_29May2025,740,SR,SUR,/2/9/,Suriname,Country,58314,264,AIDS (AIM),MedianCD4atARTinitiation;15+;M+F,MedianCD4atARTinitiation,15+,M+F,,P- Median CD4 count at ART initiation (15+) Male+Female,2018,252.46932,252,                                               252,Published,,,,1233,,5/30/2025 11:32:00 AM,
Caribbean,Suriname 2023-4 ART-Vls+UA_29May2025,740,SR,SUR,/2/9/,Suriname,Country,58391,327,AIDS (AIM),ART%lost;15+,ART%lost,15+,M+F,,P- Number of adults receiving ART  -  Percent who interrupt ART each year,2018,11.4,11,                                                11,Published,,,,3762,,5/30/2025 11:41:00 AM,
Caribbean,Suriname 2023-4 ART-Vls+UA_29May2025,740,SR,SUR,/2/9/,Suriname,Country,58308,258,AIDS (AIM),ART%eligibleDec31;15+;M+F,ART%eligibleDec31,15+,M+F,,P- ART coverage of eligible population (15+) (%) Male+Female,2019,40.68707,41,41,Published,,,,1224,,5/30/2025 11:32:00 AM,
Caribbean,Suriname 2023-4 ART-Vls+UA_29May2025,740,SR,SUR,/2/9/,Suriname,Country,58314,264,AIDS (AIM),MedianCD4atARTinitiation;15+;M+F,MedianCD4atARTinitiation,15+,M+F,,P- Median CD4 count at ART initiation (15+) Male+Female,2019,249.32381,249,                                               249,Published,,,,1233,,5/30/2025 11:32:00 AM,
Caribbean,Suriname 2023-4 ART-Vls+UA_29May2025,740,SR,SUR,/2/9/,Suriname,Country,58391,327,AIDS (AIM),ART%lost;15+,ART%lost,15+,M+F,,P- Number of adults receiving ART  -  Percent who interrupt ART each year,2019,13.1,13,                                                13,Published,,,,3762,,5/30/2025 11:41:00 AM,
Caribbean,Suriname 2023-4 ART-Vls+UA_29May2025,740,SR,SUR,/2/9/,Suriname,Country,58308,258,AIDS (AIM),ART%eligibleDec31;15+;M+F,ART%eligibleDec31,15+,M+F,,P- ART coverage of eligible population (15+) (%) Male+Female,2020,47.42657,47,47,Published,,,,1224,,5/30/2025 11:32:00 AM,
Caribbean,Suriname 2023-4 ART-Vls+UA_29May2025,740,SR,SUR,/2/9/,Suriname,Country,58314,264,AIDS (AIM),MedianCD4atARTinitiation;15+;M+F,MedianCD4atARTinitiation,15+,M+F,,P- Median CD4 count at ART initiation (15+) Male+Female,2020,245.96821,246,                                               246,Published,,,,1233,,5/30/2025 11:32:00 AM,
Caribbean,Suriname 2023-4 ART-Vls+UA_29May2025,740,SR,SUR,/2/9/,Suriname,Country,58391,327,AIDS (AIM),ART%lost;15+,ART%lost,15+,M+F,,P- Number of adults receiving ART  -  Percent who interrupt ART each year,2020,9.3,9,                                                 9,Published,,,,3762,,5/30/2025 11:41:00 AM,
Caribbean,Suriname 2023-4 ART-Vls+UA_29May2025,740,SR,SUR,/2/9/,Suriname,Country,58308,258,AIDS (AIM),ART%eligibleDec31;15+;M+F,ART%eligibleDec31,15+,M+F,,P- ART coverage of eligible population (15+) (%) Male+Female,2021,44.88461,45,45,Published,,,,1224,,5/30/2025 11:32:00 AM,
Caribbean,Suriname 2023-4 ART-Vls+UA_29May2025,740,SR,SUR,/2/9/,Suriname,Country,58314,264,AIDS (AIM),MedianCD4atARTinitiation;15+;M+F,MedianCD4atARTinitiation,15+,M+F,,P- Median CD4 count at ART initiation (15+) Male+Female,2021,245.34788,245,                                               245,Published,,,,1233,,5/30/2025 11:32:00 AM,
Caribbean,Suriname 2023-4 ART-Vls+UA_29May2025,740,SR,SUR,/2/9/,Suriname,Country,58391,327,AIDS (AIM),ART%lost;15+,ART%lost,15+,M+F,,P- Number of adults receiving ART  -  Percent who interrupt ART each year,2021,9.5,10,                                                10,Published,,,,3762,,5/30/2025 11:41:00 AM,
Caribbean,Suriname 2023-4 ART-Vls+UA_29May2025,740,SR,SUR,/2/9/,Suriname,Country,58308,258,AIDS (AIM),ART%eligibleDec31;15+;M+F,ART%eligibleDec31,15+,M+F,,P- ART coverage of eligible population (15+) (%) Male+Female,2022,41.69382,42,42,Published,,,,1224,,5/30/2025 11:32:00 AM,
Caribbean,Suriname 2023-4 ART-Vls+UA_29May2025,740,SR,SUR,/2/9/,Suriname,Country,58314,264,AIDS (AIM),MedianCD4atARTinitiation;15+;M+F,MedianCD4atARTinitiation,15+,M+F,,P- Median CD4 count at ART initiation (15+) Male+Female,2022,238.44952,238,                                               238,Published,,,,1233,,5/30/2025 11:32:00 AM,
